"MTU (UTC)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (UTC)","Intraday Price (EUR/MWh)"
"08/09/2023 09:45:00 - 08/09/2023 10:00:00","BZN|DE-LU","Sequence Sequence 1","51.30","",""
"08/09/2023 10:00:00 - 08/09/2023 10:15:00","BZN|DE-LU","Sequence Sequence 1","49.31","",""
"08/09/2023 10:15:00 - 08/09/2023 10:30:00","BZN|DE-LU","Sequence Sequence 1","49.15","",""
"08/09/2023 10:30:00 - 08/09/2023 10:45:00","BZN|DE-LU","Sequence Sequence 1","46.89","",""
"08/09/2023 10:45:00 - 08/09/2023 11:00:00","BZN|DE-LU","Sequence Sequence 1","47.08","",""
"08/09/2023 11:00:00 - 08/09/2023 11:15:00","BZN|DE-LU","Sequence Sequence 1","41.69","",""
"08/09/2023 11:15:00 - 08/09/2023 11:30:00","BZN|DE-LU","Sequence Sequence 1","39.84","",""
"08/09/2023 11:30:00 - 08/09/2023 11:45:00","BZN|DE-LU","Sequence Sequence 1","36.38","",""
"08/09/2023 11:45:00 - 08/09/2023 12:00:00","BZN|DE-LU","Sequence Sequence 1","41.21","",""
"08/09/2023 12:00:00 - 08/09/2023 12:15:00","BZN|DE-LU","Sequence Sequence 1","30.85","",""
"08/09/2023 12:15:00 - 08/09/2023 12:30:00","BZN|DE-LU","Sequence Sequence 1","31.69","",""
"08/09/2023 12:30:00 - 08/09/2023 12:45:00","BZN|DE-LU","Sequence Sequence 1","35.39","",""
"08/09/2023 12:45:00 - 08/09/2023 13:00:00","BZN|DE-LU","Sequence Sequence 1","32.20","",""
"08/09/2023 13:00:00 - 08/09/2023 13:15:00","BZN|DE-LU","Sequence Sequence 1","24.71","",""
"08/09/2023 13:15:00 - 08/09/2023 13:30:00","BZN|DE-LU","Sequence Sequence 1","25.73","",""
"08/09/2023 13:30:00 - 08/09/2023 13:45:00","BZN|DE-LU","Sequence Sequence 1","25.72","",""
"08/09/2023 13:45:00 - 08/09/2023 14:00:00","BZN|DE-LU","Sequence Sequence 1","22.87","",""
"08/09/2023 14:00:00 - 08/09/2023 14:15:00","BZN|DE-LU","Sequence Sequence 1","17.35","",""
"08/09/2023 14:15:00 - 08/09/2023 14:30:00","BZN|DE-LU","Sequence Sequence 1","17.54","",""
"08/09/2023 14:30:00 - 08/09/2023 14:45:00","BZN|DE-LU","Sequence Sequence 1","18.02","",""
"08/09/2023 14:45:00 - 08/09/2023 15:00:00","BZN|DE-LU","Sequence Sequence 1","18.05","",""
"08/09/2023 15:00:00 - 08/09/2023 15:15:00","BZN|DE-LU","Sequence Sequence 1","16.43","",""
"08/09/2023 15:15:00 - 08/09/2023 15:30:00","BZN|DE-LU","Sequence Sequence 1","8.91","",""
"08/09/2023 15:30:00 - 08/09/2023 15:45:00","BZN|DE-LU","Sequence Sequence 1","13.22","",""
"08/09/2023 15:45:00 - 08/09/2023 16:00:00","BZN|DE-LU","Sequence Sequence 1","13.63","",""
"08/09/2023 16:00:00 - 08/09/2023 16:15:00","BZN|DE-LU","Sequence Sequence 1","7.48","",""
"08/09/2023 16:15:00 - 08/09/2023 16:30:00","BZN|DE-LU","Sequence Sequence 1","5.19","",""
"08/09/2023 16:30:00 - 08/09/2023 16:45:00","BZN|DE-LU","Sequence Sequence 1","9.82","",""
"08/09/2023 16:45:00 - 08/09/2023 17:00:00","BZN|DE-LU","Sequence Sequence 1","2.11","",""
"08/09/2023 17:00:00 - 08/09/2023 17:15:00","BZN|DE-LU","Sequence Sequence 1","2.13","",""
"08/09/2023 17:15:00 - 08/09/2023 17:30:00","BZN|DE-LU","Sequence Sequence 1","5.84","",""
"08/09/2023 17:30:00 - 08/09/2023 17:45:00","BZN|DE-LU","Sequence Sequence 1","2.75","",""
"08/09/2023 17:45:00 - 08/09/2023 18:00:00","BZN|DE-LU","Sequence Sequence 1","6.69","",""
"08/09/2023 18:00:00 - 08/09/2023 18:15:00","BZN|DE-LU","Sequence Sequence 1","-0.55","",""
"08/09/2023 18:15:00 - 08/09/2023 18:30:00","BZN|DE-LU","Sequence Sequence 1","0.25","",""
"08/09/2023 18:30:00 - 08/09/2023 18:45:00","BZN|DE-LU","Sequence Sequence 1","1.41","",""
"08/09/2023 18:45:00 - 08/09/2023 19:00:00","BZN|DE-LU","Sequence Sequence 1","3.31","",""
"08/09/2023 19:00:00 - 08/09/2023 19:15:00","BZN|DE-LU","Sequence Sequence 1","3.05","",""
"08/09/2023 19:15:00 - 08/09/2023 19:30:00","BZN|DE-LU","Sequence Sequence 1","2.51","",""
"08/09/2023 19:30:00 - 08/09/2023 19:45:00","BZN|DE-LU","Sequence Sequence 1","6.34","",""
"08/09/2023 19:45:00 - 08/09/2023 20:00:00","BZN|DE-LU","Sequence Sequence 1","6.52","",""
"08/09/2023 20:00:00 - 08/09/2023 20:15:00","BZN|DE-LU","Sequence Sequence 1","5.66","",""
"08/09/2023 20:15:00 - 08/09/2023 20:30:00","BZN|DE-LU","Sequence Sequence 1","3.07","",""
"08/09/2023 20:30:00 - 08/09/2023 20:45:00","BZN|DE-LU","Sequence Sequence 1","2.18","",""
"08/09/2023 20:45:00 - 08/09/2023 21:00:00","BZN|DE-LU","Sequence Sequence 1","6.97","",""
"08/09/2023 21:00:00 - 08/09/2023 21:15:00","BZN|DE-LU","Sequence Sequence 1","12.57","",""
"08/09/2023 21:15:00 - 08/09/2023 21:30:00","BZN|DE-LU","Sequence Sequence 1","11.39","",""
"08/09/2023 21:30:00 - 08/09/2023 21:45:00","BZN|DE-LU","Sequence Sequence 1","11.12","",""
"08/09/2023 21:45:00 - 08/09/2023 22:00:00","BZN|DE-LU","Sequence Sequence 1","9.65","",""
"08/09/2023 22:00:00 - 08/09/2023 22:15:00","BZN|DE-LU","Sequence Sequence 1","18.78","",""
"08/09/2023 22:15:00 - 08/09/2023 22:30:00","BZN|DE-LU","Sequence Sequence 1","20.83","",""
"08/09/2023 22:30:00 - 08/09/2023 22:45:00","BZN|DE-LU","Sequence Sequence 1","13.04","",""
"08/09/2023 22:45:00 - 08/09/2023 23:00:00","BZN|DE-LU","Sequence Sequence 1","17.32","",""
"08/09/2023 23:00:00 - 08/09/2023 23:15:00","BZN|DE-LU","Sequence Sequence 1","22.77","",""
"08/09/2023 23:15:00 - 08/09/2023 23:30:00","BZN|DE-LU","Sequence Sequence 1","21.73","",""
"08/09/2023 23:30:00 - 08/09/2023 23:45:00","BZN|DE-LU","Sequence Sequence 1","22.45","",""
"08/09/2023 23:45:00 - 09/09/2023 00:00:00","BZN|DE-LU","Sequence Sequence 1","25.47","",""
"09/09/2023 00:00:00 - 09/09/2023 00:15:00","BZN|DE-LU","Sequence Sequence 1","33.08","",""
"09/09/2023 00:15:00 - 09/09/2023 00:30:00","BZN|DE-LU","Sequence Sequence 1","35.19","",""
"09/09/2023 00:30:00 - 09/09/2023 00:45:00","BZN|DE-LU","Sequence Sequence 1","32.29","",""
"09/09/2023 00:45:00 - 09/09/2023 01:00:00","BZN|DE-LU","Sequence Sequence 1","28.75","",""
"09/09/2023 01:00:00 - 09/09/2023 01:15:00","BZN|DE-LU","Sequence Sequence 1","39.56","",""
"09/09/2023 01:15:00 - 09/09/2023 01:30:00","BZN|DE-LU","Sequence Sequence 1","37.26","",""
"09/09/2023 01:30:00 - 09/09/2023 01:45:00","BZN|DE-LU","Sequence Sequence 1","37.62","",""
"09/09/2023 01:45:00 - 09/09/2023 02:00:00","BZN|DE-LU","Sequence Sequence 1","41.20","",""
"09/09/2023 02:00:00 - 09/09/2023 02:15:00","BZN|DE-LU","Sequence Sequence 1","47.66","",""
"09/09/2023 02:15:00 - 09/09/2023 02:30:00","BZN|DE-LU","Sequence Sequence 1","48.45","",""
"09/09/2023 02:30:00 - 09/09/2023 02:45:00","BZN|DE-LU","Sequence Sequence 1","46.56","",""
"09/09/2023 02:45:00 - 09/09/2023 03:00:00","BZN|DE-LU","Sequence Sequence 1","48.85","",""
"09/09/2023 03:00:00 - 09/09/2023 03:15:00","BZN|DE-LU","Sequence Sequence 1","52.66","",""
"09/09/2023 03:15:00 - 09/09/2023 03:30:00","BZN|DE-LU","Sequence Sequence 1","55.72","",""
"09/09/2023 03:30:00 - 09/09/2023 03:45:00","BZN|DE-LU","Sequence Sequence 1","54.17","",""
"09/09/2023 03:45:00 - 09/09/2023 04:00:00","BZN|DE-LU","Sequence Sequence 1","53.07","",""
"09/09/2023 04:00:00 - 09/09/2023 04:15:00","BZN|DE-LU","Sequence Sequence 1","58.68","",""
"09/09/2023 04:15:00 - 09/09/2023 04:30:00","BZN|DE-LU","Sequence Sequence 1","58.22","",""
"09/09/2023 04:30:00 - 09/09/2023 04:45:00","BZN|DE-LU","Sequence Sequence 1","61.44","",""
"09/09/2023 04:45:00 - 09/09/2023 05:00:00","BZN|DE-LU","Sequence Sequence 1","58.74","",""
"09/09/2023 05:00:00 - 09/09/2023 05:15:00","BZN|DE-LU","Sequence Sequence 1","61.25","",""
"09/09/2023 05:15:00 - 09/09/2023 05:30:00","BZN|DE-LU","Sequence Sequence 1","60.77","",""
"09/09/2023 05:30:00 - 09/09/2023 05:45:00","BZN|DE-LU","Sequence Sequence 1","62.94","",""
"09/09/2023 05:45:00 - 09/09/2023 06:00:00","BZN|DE-LU","Sequence Sequence 1","62.66","",""
"09/09/2023 06:00:00 - 09/09/2023 06:15:00","BZN|DE-LU","Sequence Sequence 1","61.72","",""
"09/09/2023 06:15:00 - 09/09/2023 06:30:00","BZN|DE-LU","Sequence Sequence 1","59.96","",""
"09/09/2023 06:30:00 - 09/09/2023 06:45:00","BZN|DE-LU","Sequence Sequence 1","60.47","",""
"09/09/2023 06:45:00 - 09/09/2023 07:00:00","BZN|DE-LU","Sequence Sequence 1","61.90","",""
"09/09/2023 07:00:00 - 09/09/2023 07:15:00","BZN|DE-LU","Sequence Sequence 1","63.95","",""
"09/09/2023 07:15:00 - 09/09/2023 07:30:00","BZN|DE-LU","Sequence Sequence 1","60.75","",""
"09/09/2023 07:30:00 - 09/09/2023 07:45:00","BZN|DE-LU","Sequence Sequence 1","60.06","",""
"09/09/2023 07:45:00 - 09/09/2023 08:00:00","BZN|DE-LU","Sequence Sequence 1","57.73","",""
"09/09/2023 08:00:00 - 09/09/2023 08:15:00","BZN|DE-LU","Sequence Sequence 1","61.28","",""
"09/09/2023 08:15:00 - 09/09/2023 08:30:00","BZN|DE-LU","Sequence Sequence 1","59.39","",""
"09/09/2023 08:30:00 - 09/09/2023 08:45:00","BZN|DE-LU","Sequence Sequence 1","59.84","",""
"09/09/2023 08:45:00 - 09/09/2023 09:00:00","BZN|DE-LU","Sequence Sequence 1","60.18","",""
"09/09/2023 09:00:00 - 09/09/2023 09:15:00","BZN|DE-LU","Sequence Sequence 1","53.16","",""
"09/09/2023 09:15:00 - 09/09/2023 09:30:00","BZN|DE-LU","Sequence Sequence 1","53.65","",""
"09/09/2023 09:30:00 - 09/09/2023 09:45:00","BZN|DE-LU","Sequence Sequence 1","56.46","",""
"09/09/2023 09:45:00 - 09/09/2023 10:00:00","BZN|DE-LU","Sequence Sequence 1","53.84","",""
"09/09/2023 10:00:00 - 09/09/2023 10:15:00","BZN|DE-LU","Sequence Sequence 1","48.45","",""
"09/09/2023 10:15:00 - 09/09/2023 10:30:00","BZN|DE-LU","Sequence Sequence 1","49.01","",""
"09/09/2023 10:30:00 - 09/09/2023 10:45:00","BZN|DE-LU","Sequence Sequence 1","48.56","",""
"09/09/2023 10:45:00 - 09/09/2023 11:00:00","BZN|DE-LU","Sequence Sequence 1","47.01","",""
"09/09/2023 11:00:00 - 09/09/2023 11:15:00","BZN|DE-LU","Sequence Sequence 1","39.97","",""
"09/09/2023 11:15:00 - 09/09/2023 11:30:00","BZN|DE-LU","Sequence Sequence 1","41.59","",""
"09/09/2023 11:30:00 - 09/09/2023 11:45:00","BZN|DE-LU","Sequence Sequence 1","41.59","",""
"09/09/2023 11:45:00 - 09/09/2023 12:00:00","BZN|DE-LU","Sequence Sequence 1","42.37","",""
"09/09/2023 12:00:00 - 09/09/2023 12:15:00","BZN|DE-LU","Sequence Sequence 1","33.37","",""
"09/09/2023 12:15:00 - 09/09/2023 12:30:00","BZN|DE-LU","Sequence Sequence 1","33.46","",""
"09/09/2023 12:30:00 - 09/09/2023 12:45:00","BZN|DE-LU","Sequence Sequence 1","31.38","",""
"09/09/2023 12:45:00 - 09/09/2023 13:00:00","BZN|DE-LU","Sequence Sequence 1","31.11","",""
"09/09/2023 13:00:00 - 09/09/2023 13:15:00","BZN|DE-LU","Sequence Sequence 1","26.07","",""
"09/09/2023 13:15:00 - 09/09/2023 13:30:00","BZN|DE-LU","Sequence Sequence 1","23.36","",""
"09/09/2023 13:30:00 - 09/09/2023 13:45:00","BZN|DE-LU","Sequence Sequence 1","24.47","",""
"09/09/2023 13:45:00 - 09/09/2023 14:00:00","BZN|DE-LU","Sequence Sequence 1","27.26","",""
"09/09/2023 14:00:00 - 09/09/2023 14:15:00","BZN|DE-LU","Sequence Sequence 1","19.71","",""
"09/09/2023 14:15:00 - 09/09/2023 14:30:00","BZN|DE-LU","Sequence Sequence 1","17.87","",""
"09/09/2023 14:30:00 - 09/09/2023 14:45:00","BZN|DE-LU","Sequence Sequence 1","16.68","",""
"09/09/2023 14:45:00 - 09/09/2023 15:00:00","BZN|DE-LU","Sequence Sequence 1","17.02","",""
"09/09/2023 15:00:00 - 09/09/2023 15:15:00","BZN|DE-LU","Sequence Sequence 1","12.79","",""
"09/09/2023 15:15:00 - 09/09/2023 15:30:00","BZN|DE-LU","Sequence Sequence 1","10.99","",""
"09/09/2023 15:30:00 - 09/09/2023 15:45:00","BZN|DE-LU","Sequence Sequence 1","9.94","",""
"09/09/2023 15:45:00 - 09/09/2023 16:00:00","BZN|DE-LU","Sequence Sequence 1","13.49","",""
"09/09/2023 16:00:00 - 09/09/2023 16:15:00","BZN|DE-LU","Sequence Sequence 1","6.65","",""
"09/09/2023 16:15:00 - 09/09/2023 16:30:00","BZN|DE-LU","Sequence Sequence 1","5.14","",""
"09/09/2023 16:30:00 - 09/09/2023 16:45:00","BZN|DE-LU","Sequence Sequence 1","7.25","",""
"09/09/2023 16:45:00 - 09/09/2023 17:00:00","BZN|DE-LU","Sequence Sequence 1","8.23","",""
"09/09/2023 17:00:00 - 09/09/2023 17:15:00","BZN|DE-LU","Sequence Sequence 1","1.28","",""
"09/09/2023 17:15:00 - 09/09/2023 17:30:00","BZN|DE-LU","Sequence Sequence 1","2.89","",""
"09/09/2023 17:30:00 - 09/09/2023 17:45:00","BZN|DE-LU","Sequence Sequence 1","2.80","",""
"09/09/2023 17:45:00 - 09/09/2023 18:00:00","BZN|DE-LU","Sequence Sequence 1","4.20","",""
"09/09/2023 18:00:00 - 09/09/2023 18:15:00","BZN|DE-LU","Sequence Sequence 1","3.54","",""
"09/09/2023 18:15:00 - 09/09/2023 18:30:00","BZN|DE-LU","Sequence Sequence 1","1.17","",""
"09/09/2023 18:30:00 - 09/09/2023 18:45:00","BZN|DE-LU","Sequence Sequence 1","-0.71","",""
"09/09/2023 18:45:00 - 09/09/2023 19:00:00","BZN|DE-LU","Sequence Sequence 1","4.33","",""
"09/09/2023 19:00:00 - 09/09/2023 19:15:00","BZN|DE-LU","Sequence Sequence 1","1.05","",""
"09/09/2023 19:15:00 - 09/09/2023 19:30:00","BZN|DE-LU","Sequence Sequence 1","3.84","",""
"09/09/2023 19:30:00 - 09/09/2023 19:45:00","BZN|DE-LU","Sequence Sequence 1","3.03","",""
"09/09/2023 19:45:00 - 09/09/2023 20:00:00","BZN|DE-LU","Sequence Sequence 1","3.62","",""
"09/09/2023 20:00:00 - 09/09/2023 20:15:00","BZN|DE-LU","Sequence Sequence 1","9.59","",""
"09/09/2023 20:15:00 - 09/09/2023 20:30:00","BZN|DE-LU","Sequence Sequence 1","12.37","",""
"09/09/2023 20:30:00 - 09/09/2023 20:45:00","BZN|DE-LU","Sequence Sequence 1","3.02","",""
"09/09/2023 20:45:00 - 09/09/2023 21:00:00","BZN|DE-LU","Sequence Sequence 1","8.26","",""
"09/09/2023 21:00:00 - 09/09/2023 21:15:00","BZN|DE-LU","Sequence Sequence 1","10.75","",""
"09/09/2023 21:15:00 - 09/09/2023 21:30:00","BZN|DE-LU","Sequence Sequence 1","13.15","",""
"09/09/2023 21:30:00 - 09/09/2023 21:45:00","BZN|DE-LU","Sequence Sequence 1","12.97","",""
"09/09/2023 21:45:00 - 09/09/2023 22:00:00","BZN|DE-LU","Sequence Sequence 1","13.88","",""
"09/09/2023 22:00:00 - 09/09/2023 22:15:00","BZN|DE-LU","Sequence Sequence 1","17.84","",""
"09/09/2023 22:15:00 - 09/09/2023 22:30:00","BZN|DE-LU","Sequence Sequence 1","15.49","",""
"09/09/2023 22:30:00 - 09/09/2023 22:45:00","BZN|DE-LU","Sequence Sequence 1","19.13","",""
"09/09/2023 22:45:00 - 09/09/2023 23:00:00","BZN|DE-LU","Sequence Sequence 1","17.51","",""
"09/09/2023 23:00:00 - 09/09/2023 23:15:00","BZN|DE-LU","Sequence Sequence 1","24.04","",""
"09/09/2023 23:15:00 - 09/09/2023 23:30:00","BZN|DE-LU","Sequence Sequence 1","23.55","",""
"09/09/2023 23:30:00 - 09/09/2023 23:45:00","BZN|DE-LU","Sequence Sequence 1","26.52","",""
"09/09/2023 23:45:00 - 10/09/2023 00:00:00","BZN|DE-LU","Sequence Sequence 1","27.71","",""
"10/09/2023 00:00:00 - 10/09/2023 00:15:00","BZN|DE-LU","Sequence Sequence 1","29.69","",""
"10/09/2023 00:15:00 - 10/09/2023 00:30:00","BZN|DE-LU","Sequence Sequence 1","33.32","",""
"10/09/2023 00:30:00 - 10/09/2023 00:45:00","BZN|DE-LU","Sequence Sequence 1","31.33","",""
"10/09/2023 00:45:00 - 10/09/2023 01:00:00","BZN|DE-LU","Sequence Sequence 1","29.14","",""
"10/09/2023 01:00:00 - 10/09/2023 01:15:00","BZN|DE-LU","Sequence Sequence 1","40.14","",""
"10/09/2023 01:15:00 - 10/09/2023 01:30:00","BZN|DE-LU","Sequence Sequence 1","38.18","",""
"10/09/2023 01:30:00 - 10/09/2023 01:45:00","BZN|DE-LU","Sequence Sequence 1","36.69","",""
"10/09/2023 01:45:00 - 10/09/2023 02:00:00","BZN|DE-LU","Sequence Sequence 1","38.28","",""
"10/09/2023 02:00:00 - 10/09/2023 02:15:00","BZN|DE-LU","Sequence Sequence 1","45.02","",""
"10/09/2023 02:15:00 - 10/09/2023 02:30:00","BZN|DE-LU","Sequence Sequence 1","45.78","",""
"10/09/2023 02:30:00 - 10/09/2023 02:45:00","BZN|DE-LU","Sequence Sequence 1","44.43","",""
"10/09/2023 02:45:00 - 10/09/2023 03:00:00","BZN|DE-LU","Sequence Sequence 1","46.29","",""
"10/09/2023 03:00:00 - 10/09/2023 03:15:00","BZN|DE-LU","Sequence Sequence 1","51.86","",""
"10/09/2023 03:15:00 - 10/09/2023 03:30:00","BZN|DE-LU","Sequence Sequence 1","54.04","",""
"10/09/2023 03:30:00 - 10/09/2023 03:45:00","BZN|DE-LU","Sequence Sequence 1","54.48","",""
"10/09/2023 03:45:00 - 10/09/2023 04:00:00","BZN|DE-LU","Sequence Sequence 1","53.81","",""
"10/09/2023 04:00:00 - 10/09/2023 04:15:00","BZN|DE-LU","Sequence Sequence 1","57.59","",""
"10/09/2023 04:15:00 - 10/09/2023 04:30:00","BZN|DE-LU","Sequence Sequence 1","57.53","",""
"10/09/2023 04:30:00 - 10/09/2023 04:45:00","BZN|DE-LU","Sequence Sequence 1","56.38","",""
"10/09/2023 04:45:00 - 10/09/2023 05:00:00","BZN|DE-LU","Sequence Sequence 1","56.43","",""
"10/09/2023 05:00:00 - 10/09/2023 05:15:00","BZN|DE-LU","Sequence Sequence 1","62.46","",""
"10/09/2023 05:15:00 - 10/09/2023 05:30:00","BZN|DE-LU","Sequence Sequence 1","57.54","",""
"10/09/2023 05:30:00 - 10/09/2023 05:45:00","BZN|DE-LU","Sequence Sequence 1","60.89","",""
"10/09/2023 05:45:00 - 10/09/2023 06:00:00","BZN|DE-LU","Sequence Sequence 1","60.41","",""
"10/09/2023 06:00:00 - 10/09/2023 06:15:00","BZN|DE-LU","Sequence Sequence 1","63.28","",""
"10/09/2023 06:15:00 - 10/09/2023 06:30:00","BZN|DE-LU","Sequence Sequence 1","59.23","",""
"10/09/2023 06:30:00 - 10/09/2023 06:45:00","BZN|DE-LU","Sequence Sequence 1","62.10","",""
"10/09/2023 06:45:00 - 10/09/2023 07:00:00","BZN|DE-LU","Sequence Sequence 1","62.76","",""
"10/09/2023 07:00:00 - 10/09/2023 07:15:00","BZN|DE-LU","Sequence Sequence 1","57.25","",""
"10/09/2023 07:15:00 - 10/09/2023 07:30:00","BZN|DE-LU","Sequence Sequence 1","58.91","",""
"10/09/2023 07:30:00 - 10/09/2023 07:45:00","BZN|DE-LU","Sequence Sequence 1","60.87","",""
"10/09/2023 07:45:00 - 10/09/2023 08:00:00","BZN|DE-LU","Sequence Sequence 1","62.08","",""
"10/09/2023 08:00:00 - 10/09/2023 08:15:00","BZN|DE-LU","Sequence Sequence 1","58.42","",""
"10/09/2023 08:15:00 - 10/09/2023 08:30:00","BZN|DE-LU","Sequence Sequence 1","59.18","",""
"10/09/2023 08:30:00 - 10/09/2023 08:45:00","BZN|DE-LU","Sequence Sequence 1","55.90","",""
"10/09/2023 08:45:00 - 10/09/2023 09:00:00","BZN|DE-LU","Sequence Sequence 1","54.88","",""
"10/09/2023 09:00:00 - 10/09/2023 09:15:00","BZN|DE-LU","Sequence Sequence 1","53.46","",""
"10/09/2023 09:15:00 - 10/09/2023 09:30:00","BZN|DE-LU","Sequence Sequence 1","50.83","",""
"10/09/2023 09:30:00 - 10/09/2023 09:45:00","BZN|DE-LU","Sequence Sequence 1","51.56","",""
"10/09/2023 09:45:00 - 10/09/2023 10:00:00","BZN|DE-LU","Sequence Sequence 1","55.16","",""
"10/09/2023 10:00:00 - 10/09/2023 10:15:00","BZN|DE-LU","Sequence Sequence 1","47.46","",""
"10/09/2023 10:15:00 - 10/09/2023 10:30:00","BZN|DE-LU","Sequence Sequence 1","45.94","",""
"10/09/2023 10:30:00 - 10/09/2023 10:45:00","BZN|DE-LU","Sequence Sequence 1","45.68","",""
"10/09/2023 10:45:00 - 10/09/2023 11:00:00","BZN|DE-LU","Sequence Sequence 1","48.32","",""
"10/09/2023 11:00:00 - 10/09/2023 11:15:00","BZN|DE-LU","Sequence Sequence 1","40.27","",""
"10/09/2023 11:15:00 - 10/09/2023 11:30:00","BZN|DE-LU","Sequence Sequence 1","37.41","",""
"10/09/2023 11:30:00 - 10/09/2023 11:45:00","BZN|DE-LU","Sequence Sequence 1","35.95","",""
"10/09/2023 11:45:00 - 10/09/2023 12:00:00","BZN|DE-LU","Sequence Sequence 1","43.61","",""
"10/09/2023 12:00:00 - 10/09/2023 12:15:00","BZN|DE-LU","Sequence Sequence 1","29.63","",""
"10/09/2023 12:15:00 - 10/09/2023 12:30:00","BZN|DE-LU","Sequence Sequence 1","33.13","",""
"10/09/2023 12:30:00 - 10/09/2023 12:45:00","BZN|DE-LU","Sequence Sequence 1","35.10","",""
"10/09/2023 12:45:00 - 10/09/2023 13:00:00","BZN|DE-LU","Sequence Sequence 1","32.37","",""
"10/09/2023 13:00:00 - 10/09/2023 13:15:00","BZN|DE-LU","Sequence Sequence 1","23.11","",""
"10/09/2023 13:15:00 - 10/09/2023 13:30:00","BZN|DE-LU","Sequence Sequence 1","21.46","",""
"10/09/2023 13:30:00 - 10/09/2023 13:45:00","BZN|DE-LU","Sequence Sequence 1","21.43","",""
"10/09/2023 13:45:00 - 10/09/2023 14:00:00","BZN|DE-LU","Sequence Sequence 1","25.07","",""
"10/09/2023 14:00:00 - 10/09/2023 14:15:00","BZN|DE-LU","Sequence Sequence 1","19.98","",""
"10/09/2023 14:15:00 - 10/09/2023 14:30:00","BZN|DE-LU","Sequence Sequence 1","16.29","",""
"10/09/2023 14:30:00 - 10/09/2023 14:45:00","BZN|DE-LU","Sequence Sequence 1","15.97","",""
"10/09/2023 14:45:00 - 10/09/2023 15:00:00","BZN|DE-LU","Sequence Sequence 1","18.47","",""
"10/09/2023 15:00:00 - 10/09/2023 15:15:00","BZN|DE-LU","Sequence Sequence 1","9.49","",""
"10/09/2023 15:15:00 - 10/09/2023 15:30:00","BZN|DE-LU","Sequence Sequence 1","11.41","",""
"10/09/2023 15:30:00 - 10/09/2023 15:45:00","BZN|DE-LU","Sequence Sequence 1","10.95","",""
"10/09/2023 15:45:00 - 10/09/2023 16:00:00","BZN|DE-LU","Sequence Sequence 1","10.05","",""
"10/09/2023 16:00:00 - 10/09/2023 16:15:00","BZN|DE-LU","Sequence Sequence 1","6.07","",""
"10/09/2023 16:15:00 - 10/09/2023 16:30:00","BZN|DE-LU","Sequence Sequence 1","9.62","",""
"10/09/2023 16:30:00 - 10/09/2023 16:45:00","BZN|DE-LU","Sequence Sequence 1","7.31","",""
"10/09/2023 16:45:00 - 10/09/2023 17:00:00","BZN|DE-LU","Sequence Sequence 1","8.28","",""
"10/09/2023 17:00:00 - 10/09/2023 17:15:00","BZN|DE-LU","Sequence Sequence 1","1.26","",""
"10/09/2023 17:15:00 - 10/09/2023 17:30:00","BZN|DE-LU","Sequence Sequence 1","5.29","",""
"10/09/2023 17:30:00 - 10/09/2023 17:45:00","BZN|DE-LU","Sequence Sequence 1","4.38","",""
"10/09/2023 17:45:00 - 10/09/2023 18:00:00","BZN|DE-LU","Sequence Sequence 1","0.10","",""
"10/09/2023 18:00:00 - 10/09/2023 18:15:00","BZN|DE-LU","Sequence Sequence 1","3.16","",""
"10/09/2023 18:15:00 - 10/09/2023 18:30:00","BZN|DE-LU","Sequence Sequence 1","1.05","",""
"10/09/2023 18:30:00 - 10/09/2023 18:45:00","BZN|DE-LU","Sequence Sequence 1","-1.01","",""
"10/09/2023 18:45:00 - 10/09/2023 19:00:00","BZN|DE-LU","Sequence Sequence 1","2.34","",""
"10/09/2023 19:00:00 - 10/09/2023 19:15:00","BZN|DE-LU","Sequence Sequence 1","4.18","",""
"10/09/2023 19:15:00 - 10/09/2023 19:30:00","BZN|DE-LU","Sequence Sequence 1","3.40","",""
"10/09/2023 19:30:00 - 10/09/2023 19:45:00","BZN|DE-LU","Sequence Sequence 1","2.88","",""
"10/09/2023 19:45:00 - 10/09/2023 20:00:00","BZN|DE-LU","Sequence Sequence 1","2.44","",""
"10/09/2023 20:00:00 - 10/09/2023 20:15:00","BZN|DE-LU","Sequence Sequence 1","11.03","",""
"10/09/2023 20:15:00 - 10/09/2023 20:30:00","BZN|DE-LU","Sequence Sequence 1","3.73","",""
"10/09/2023 20:30:00 - 10/09/2023 20:45:00","BZN|DE-LU","Sequence Sequence 1","7.84","",""
"10/09/2023 20:45:00 - 10/09/2023 21:00:00","BZN|DE-LU","Sequence Sequence 1","6.13","",""
"10/09/2023 21:00:00 - 10/09/2023 21:15:00","BZN|DE-LU","Sequence Sequence 1","9.16","",""
"10/09/2023 21:15:00 - 10/09/2023 21:30:00","BZN|DE-LU","Sequence Sequence 1","10.77","",""
"10/09/2023 21:30:00 - 10/09/2023 21:45:00","BZN|DE-LU","Sequence Sequence 1","8.08","",""
"10/09/2023 21:45:00 - 10/09/2023 22:00:00","BZN|DE-LU","Sequence Sequence 1","9.67","",""
"10/09/2023 22:00:00 - 10/09/2023 22:15:00","BZN|DE-LU","Sequence Sequence 1","16.98","",""
"10/09/2023 22:15:00 - 10/09/2023 22:30:00","BZN|DE-LU","Sequence Sequence 1","13.98","",""
"10/09/2023 22:30:00 - 10/09/2023 22:45:00","BZN|DE-LU","Sequence Sequence 1","18.09","",""
